settlement_id,merchant_id,payment_id,account_id,settlement_amount,settlement_status,initiated_at,completed_at,bank_reference
SET0000658,MER000070,PAY0000605,ACC000070,85026,Completed,2025-10-11 04:19:00,2025-10-13 04:19:00,BNKREF10000657
SET0000659,MER000048,PAY0000023,ACC000048,759,Initiated,2025-07-20 17:09:00,,
SET0000660,MER000051,PAY0001101,ACC000051,45169,Completed,2025-07-14 02:19:00,2025-07-16 02:19:00,BNKREF10000659
SET0000661,MER000028,PAY0000846,ACC000028,80956,Completed,2025-10-23 16:09:00,2025-10-24 08:09:00,BNKREF10000660
SET0000662,MER000033,PAY0000398,ACC000033,98540,Completed,2024-04-27 05:42:00,2024-04-27 10:42:00,BNKREF10000661
SET0000663,MER000060,PAY0001321,ACC000060,12971,Completed,2025-07-16 02:18:00,2025-07-16 20:18:00,BNKREF10000662
SET0000664,MER000026,PAY0001487,ACC000026,86014,Completed,2025-08-17 15:21:00,2025-08-19 11:21:00,BNKREF10000663
SET0000665,MER000031,PAY0000205,ACC000031,63782,Completed,2024-10-18 19:04:00,2024-10-19 17:04:00,BNKREF10000664
SET0000666,MER000058,PAY0000673,ACC000058,74228,Completed,2025-09-23 21:19:00,2025-09-24 08:19:00,BNKREF10000665
SET0000667,MER000047,PAY0000648,ACC000047,93449,Completed,2025-03-14 05:00:00,2025-03-14 21:00:00,BNKREF10000666
SET0000668,MER000056,PAY0000567,ACC000056,60766,Completed,2025-01-03 04:43:00,2025-01-04 12:43:00,BNKREF10000667
SET0000669,MER000058,PAY0000735,ACC000058,84713,Initiated,2024-11-08 15:35:00,,
SET0000670,MER000011,PAY0000575,ACC000011,10122,Completed,2024-05-23 17:12:00,2024-05-25 11:12:00,BNKREF10000669
SET0000671,MER000010,PAY0000039,ACC000010,53201,Completed,2025-06-03 20:01:00,2025-06-05 11:01:00,BNKREF10000670
SET0000672,MER000028,PAY0000076,ACC000028,61979,Completed,2025-07-18 08:34:00,2025-07-19 20:34:00,BNKREF10000671
SET0000673,MER000020,PAY0000750,ACC000020,38241,Completed,2025-02-05 07:57:00,2025-02-07 07:57:00,BNKREF10000672
SET0000674,MER000018,PAY0000952,ACC000018,1488,Completed,2025-05-28 16:05:00,2025-05-30 02:05:00,BNKREF10000673
SET0000675,MER000031,PAY0001258,ACC000031,20969,Completed,2025-12-01 05:48:00,2025-12-02 11:48:00,BNKREF10000674
SET0000676,MER000023,PAY0001160,ACC000023,63473,Failed,2025-08-02 21:55:00,2025-08-04 21:55:00,BNKREF10000675
SET0000677,MER000046,PAY0000083,ACC000046,48522,Initiated,2024-08-12 15:14:00,,
SET0000678,MER000030,PAY0000088,ACC000030,50968,Completed,2025-11-15 06:33:00,2025-11-16 07:33:00,BNKREF10000677
SET0000679,MER000061,PAY0000932,ACC000061,68437,Completed,2024-02-17 01:41:00,2024-02-19 00:41:00,BNKREF10000678
SET0000680,MER000036,PAY0000540,ACC000036,49713,Completed,2025-08-15 17:36:00,2025-08-17 12:36:00,BNKREF10000679
SET0000681,MER000047,PAY0001204,ACC000047,67781,Completed,2025-10-31 02:33:00,2025-10-31 18:33:00,BNKREF10000680
SET0000682,MER000052,PAY0000723,ACC000052,964,Completed,2024-12-19 15:50:00,2024-12-21 07:50:00,BNKREF10000681
SET0000683,MER000065,PAY0000285,ACC000065,84441,Initiated,2025-03-26 05:14:00,,
SET0000684,MER000036,PAY0000434,ACC000036,15609,Completed,2024-06-02 05:10:00,2024-06-04 04:10:00,BNKREF10000683
SET0000685,MER000030,PAY0000850,ACC000030,62886,Completed,2024-12-04 23:07:00,2024-12-06 07:07:00,BNKREF10000684
SET0000686,MER000027,PAY0001210,ACC000027,5755,Completed,2024-06-14 20:53:00,2024-06-15 13:53:00,BNKREF10000685
SET0000687,MER000017,PAY0001175,ACC000017,75108,Completed,2025-08-29 05:08:00,2025-08-29 09:08:00,BNKREF10000686
SET0000688,MER000019,PAY0000115,ACC000019,78658,Completed,2024-06-19 08:59:00,2024-06-20 11:59:00,BNKREF10000687
SET0000689,MER000003,PAY0001474,ACC000003,61889,Completed,2025-11-08 09:05:00,2025-11-10 01:05:00,BNKREF10000688
SET0000690,MER000062,PAY0000350,ACC000062,76468,Initiated,2024-08-12 13:38:00,,
SET0000691,MER000024,PAY0001277,ACC000024,45014,Completed,2025-11-06 16:16:00,2025-11-08 13:16:00,BNKREF10000690
SET0000692,MER000059,PAY0001222,ACC000059,14330,Completed,2025-08-27 02:14:00,2025-08-27 12:14:00,BNKREF10000691
SET0000693,MER000003,PAY0000415,ACC000003,79465,Completed,2025-06-19 16:43:00,2025-06-20 03:43:00,BNKREF10000692
SET0000694,MER000013,PAY0000364,ACC000013,69755,Initiated,2025-05-02 19:38:00,,
SET0000695,MER000065,PAY0000241,ACC000065,79198,Initiated,2024-04-05 15:42:00,,
SET0000696,MER000070,PAY0000003,ACC000070,5793,Completed,2025-11-25 20:27:00,2025-11-26 21:27:00,BNKREF10000695
SET0000697,MER000068,PAY0000879,ACC000068,77307,Completed,2024-08-22 15:50:00,2024-08-23 15:50:00,BNKREF10000696
SET0000698,MER000013,PAY0000872,ACC000013,37228,Completed,2024-05-17 08:30:00,2024-05-17 15:30:00,BNKREF10000697
SET0000699,MER000070,PAY0000837,ACC000070,75857,Completed,2024-09-20 06:00:00,2024-09-20 08:00:00,BNKREF10000698
SET0000700,MER000067,PAY0000242,ACC000067,41505,Completed,2025-06-16 00:24:00,2025-06-17 22:24:00,BNKREF10000699
SET0000701,MER000053,PAY0000742,ACC000053,34349,Completed,2024-04-19 04:27:00,2024-04-19 22:27:00,BNKREF10000700
SET0000702,MER000069,PAY0000868,ACC000069,52195,Completed,2025-08-01 11:39:00,2025-08-03 08:39:00,BNKREF10000701
SET0000703,MER000027,PAY0000847,ACC000027,72833,Completed,2025-07-19 17:30:00,2025-07-21 06:30:00,BNKREF10000702
SET0000704,MER000062,PAY0000520,ACC000062,96540,Completed,2024-11-10 18:22:00,2024-11-11 21:22:00,BNKREF10000703
SET0000705,MER000018,PAY0001351,ACC000018,21306,Completed,2024-05-01 23:14:00,2024-05-03 21:14:00,BNKREF10000704
SET0000706,MER000013,PAY0000440,ACC000013,80581,Completed,2025-06-04 12:50:00,2025-06-06 01:50:00,BNKREF10000705
SET0000707,MER000007,PAY0000330,ACC000007,61922,Completed,2025-02-02 20:00:00,2025-02-03 07:00:00,BNKREF10000706
SET0000708,MER000056,PAY0000181,ACC000056,5048,Completed,2024-03-06 08:14:00,2024-03-08 00:14:00,BNKREF10000707
SET0000709,MER000050,PAY0000821,ACC000050,7631,Completed,2025-09-20 20:33:00,2025-09-22 12:33:00,BNKREF10000708
SET0000710,MER000023,PAY0001312,ACC000023,68015,Completed,2025-05-21 14:00:00,2025-05-23 10:00:00,BNKREF10000709
SET0000711,MER000037,PAY0000399,ACC000037,80734,Completed,2024-02-04 19:32:00,2024-02-05 11:32:00,BNKREF10000710
SET0000712,MER000022,PAY0001381,ACC000022,11482,Completed,2024-02-06 11:15:00,2024-02-06 23:15:00,BNKREF10000711
SET0000713,MER000036,PAY0000819,ACC000036,67961,Completed,2024-12-27 21:25:00,2024-12-28 11:25:00,BNKREF10000712
SET0000714,MER000002,PAY0001442,ACC000002,76506,Completed,2024-03-11 02:35:00,2024-03-12 15:35:00,BNKREF10000713
SET0000715,MER000045,PAY0000712,ACC000045,53047,Failed,2024-10-10 07:38:00,2024-10-11 14:38:00,BNKREF10000714
SET0000716,MER000001,PAY0000535,ACC000001,9587,Initiated,2024-06-28 13:32:00,,
SET0000717,MER000065,PAY0000603,ACC000065,70604,Completed,2024-12-14 03:51:00,2024-12-14 21:51:00,BNKREF10000716
SET0000718,MER000033,PAY0001422,ACC000033,99383,Completed,2025-03-29 12:36:00,2025-03-30 05:36:00,BNKREF10000717
SET0000719,MER000044,PAY0000940,ACC000044,63272,Completed,2025-11-28 14:57:00,2025-11-28 17:57:00,BNKREF10000718
SET0000720,MER000015,PAY0000529,ACC000015,88824,Completed,2024-03-10 12:40:00,2024-03-11 04:40:00,BNKREF10000719
SET0000721,MER000030,PAY0000647,ACC000030,34617,Completed,2025-02-26 11:33:00,2025-02-28 09:33:00,BNKREF10000720
SET0000722,MER000032,PAY0000589,ACC000032,10065,Completed,2024-04-05 12:43:00,2024-04-06 11:43:00,BNKREF10000721
SET0000723,MER000023,PAY0000976,ACC000023,24057,Completed,2024-11-17 11:13:00,2024-11-18 06:13:00,BNKREF10000722
SET0000724,MER000025,PAY0001022,ACC000025,27202,Completed,2024-07-23 07:47:00,2024-07-24 01:47:00,BNKREF10000723
SET0000725,MER000030,PAY0000416,ACC000030,15812,Completed,2024-09-12 19:22:00,2024-09-13 03:22:00,BNKREF10000724
SET0000726,MER000011,PAY0001385,ACC000011,71072,Initiated,2025-11-10 15:39:00,,
SET0000727,MER000006,PAY0000988,ACC000006,36109,Completed,2025-01-15 19:20:00,2025-01-17 09:20:00,BNKREF10000726
SET0000728,MER000063,PAY0000375,ACC000063,16909,Completed,2025-06-07 08:25:00,2025-06-08 22:25:00,BNKREF10000727
SET0000729,MER000007,PAY0001077,ACC000007,45619,Initiated,2025-03-09 15:34:00,,
SET0000730,MER000051,PAY0001406,ACC000051,41473,Completed,2024-06-27 14:07:00,2024-06-28 21:07:00,BNKREF10000729
SET0000731,MER000002,PAY0000025,ACC000002,47495,Completed,2025-11-21 06:24:00,2025-11-22 04:24:00,BNKREF10000730
SET0000732,MER000034,PAY0000384,ACC000034,45070,Completed,2025-07-15 08:15:00,2025-07-17 01:15:00,BNKREF10000731
SET0000733,MER000047,PAY0000377,ACC000047,47951,Completed,2025-05-25 13:13:00,2025-05-26 14:13:00,BNKREF10000732
SET0000734,MER000052,PAY0000573,ACC000052,75583,Initiated,2025-04-06 05:36:00,,
SET0000735,MER000030,PAY0000205,ACC000030,25798,Completed,2024-10-03 07:35:00,2024-10-04 09:35:00,BNKREF10000734
SET0000736,MER000019,PAY0000307,ACC000019,82760,Completed,2025-04-29 00:11:00,2025-04-29 10:11:00,BNKREF10000735
SET0000737,MER000067,PAY0001094,ACC000067,6353,Completed,2024-11-19 15:19:00,2024-11-21 05:19:00,BNKREF10000736
SET0000738,MER000051,PAY0000203,ACC000051,82657,Completed,2024-06-16 01:13:00,2024-06-17 09:13:00,BNKREF10000737
SET0000739,MER000013,PAY0000922,ACC000013,33879,Completed,2024-12-08 08:23:00,2024-12-09 21:23:00,BNKREF10000738
SET0000740,MER000045,PAY0000041,ACC000045,26177,Completed,2025-02-25 03:22:00,2025-02-26 19:22:00,BNKREF10000739
SET0000741,MER000069,PAY0000358,ACC000069,96637,Completed,2024-10-18 11:20:00,2024-10-19 20:20:00,BNKREF10000740
SET0000742,MER000058,PAY0000161,ACC000058,22064,Completed,2025-01-25 19:18:00,2025-01-26 06:18:00,BNKREF10000741
SET0000743,MER000044,PAY0000864,ACC000044,10469,Completed,2025-10-08 19:36:00,2025-10-09 01:36:00,BNKREF10000742
SET0000744,MER000021,PAY0000704,ACC000021,35158,Completed,2024-08-21 10:20:00,2024-08-23 09:20:00,BNKREF10000743
SET0000745,MER000051,PAY0000556,ACC000051,54362,Completed,2025-03-31 11:47:00,2025-04-01 17:47:00,BNKREF10000744
SET0000746,MER000022,PAY0000377,ACC000022,97601,Completed,2024-01-24 04:46:00,2024-01-24 22:46:00,BNKREF10000745
SET0000747,MER000011,PAY0000432,ACC000011,62121,Initiated,2024-06-19 12:06:00,,
SET0000748,MER000007,PAY0000054,ACC000007,34500,Failed,2025-02-10 16:48:00,2025-02-11 00:48:00,BNKREF10000747
SET0000749,MER000020,PAY0000173,ACC000020,58185,Completed,2025-11-01 12:19:00,2025-11-02 08:19:00,BNKREF10000748
SET0000750,MER000017,PAY0000269,ACC000017,46871,Initiated,2025-06-23 05:01:00,,
SET0000751,MER000042,PAY0000976,ACC000042,17809,Completed,2025-04-23 17:59:00,2025-04-24 23:59:00,BNKREF10000750
SET0000752,MER000070,PAY0000363,ACC000070,74022,Completed,2025-08-28 19:29:00,2025-08-30 13:29:00,BNKREF10000751
SET0000753,MER000056,PAY0001073,ACC000056,63231,Completed,2025-10-17 20:34:00,2025-10-18 20:34:00,BNKREF10000752
SET0000754,MER000070,PAY0000466,ACC000070,20510,Completed,2024-04-01 14:19:00,2024-04-02 08:19:00,BNKREF10000753
SET0000755,MER000039,PAY0000022,ACC000039,45173,Completed,2024-01-01 16:52:00,2024-01-02 02:52:00,BNKREF10000754
SET0000756,MER000037,PAY0000961,ACC000037,39370,Completed,2025-07-01 00:44:00,2025-07-02 08:44:00,BNKREF10000755
SET0000757,MER000002,PAY0000882,ACC000002,49074,Completed,2024-10-26 19:14:00,2024-10-28 08:14:00,BNKREF10000756
SET0000758,MER000025,PAY0000844,ACC000025,96715,Completed,2025-07-28 13:25:00,2025-07-30 12:25:00,BNKREF10000757
SET0000759,MER000050,PAY0000775,ACC000050,67813,Completed,2024-08-13 08:05:00,2024-08-14 01:05:00,BNKREF10000758
SET0000760,MER000035,PAY0000584,ACC000035,24741,Completed,2025-10-26 23:34:00,2025-10-28 03:34:00,BNKREF10000759
SET0000761,MER000009,PAY0000374,ACC000009,59445,Completed,2024-05-19 09:07:00,2024-05-21 02:07:00,BNKREF10000760
SET0000762,MER000035,PAY0001435,ACC000035,6605,Completed,2025-09-29 15:12:00,2025-09-30 02:12:00,BNKREF10000761
SET0000763,MER000069,PAY0000046,ACC000069,57564,Completed,2024-07-09 03:18:00,2024-07-11 02:18:00,BNKREF10000762
SET0000764,MER000002,PAY0000477,ACC000002,55182,Completed,2024-04-02 04:00:00,2024-04-03 03:00:00,BNKREF10000763
SET0000765,MER000040,PAY0001021,ACC000040,10615,Completed,2025-01-15 14:44:00,2025-01-16 13:44:00,BNKREF10000764
SET0000766,MER000019,PAY0000115,ACC000019,25291,Completed,2024-09-29 12:04:00,2024-09-30 01:04:00,BNKREF10000765
SET0000767,MER000033,PAY0000782,ACC000033,58159,Completed,2024-01-13 03:49:00,2024-01-14 05:49:00,BNKREF10000766
SET0000768,MER000032,PAY0000069,ACC000032,87394,Completed,2024-07-22 14:47:00,2024-07-24 01:47:00,BNKREF10000767
SET0000769,MER000027,PAY0000969,ACC000027,82565,Completed,2025-02-02 21:19:00,2025-02-03 09:19:00,BNKREF10000768
SET0000770,MER000006,PAY0001126,ACC000006,26147,Completed,2025-06-17 03:16:00,2025-06-18 00:16:00,BNKREF10000769
SET0000771,MER000047,PAY0000107,ACC000047,42634,Completed,2025-11-13 06:07:00,2025-11-14 11:07:00,BNKREF10000770
SET0000772,MER000002,PAY0000343,ACC000002,1270,Completed,2024-10-09 18:07:00,2024-10-10 11:07:00,BNKREF10000771
SET0000773,MER000006,PAY0001191,ACC000006,32700,Completed,2025-05-01 22:38:00,2025-05-02 05:38:00,BNKREF10000772
SET0000774,MER000021,PAY0001024,ACC000021,7971,Completed,2024-04-03 21:39:00,2024-04-05 15:39:00,BNKREF10000773
SET0000775,MER000008,PAY0000729,ACC000008,16592,Completed,2025-10-22 04:44:00,2025-10-22 12:44:00,BNKREF10000774
SET0000776,MER000063,PAY0000477,ACC000063,57603,Completed,2024-11-20 17:50:00,2024-11-21 17:50:00,BNKREF10000775
SET0000777,MER000025,PAY0000044,ACC000025,5275,Initiated,2025-01-21 11:46:00,,
SET0000778,MER000063,PAY0001448,ACC000063,24974,Completed,2025-03-24 17:18:00,2025-03-26 02:18:00,BNKREF10000777
SET0000779,MER000024,PAY0001114,ACC000024,72782,Completed,2024-12-22 10:46:00,2024-12-24 02:46:00,BNKREF10000778
SET0000780,MER000021,PAY0000142,ACC000021,71089,Completed,2025-06-27 04:28:00,2025-06-27 22:28:00,BNKREF10000779
SET0000781,MER000047,PAY0000930,ACC000047,2553,Completed,2024-01-01 20:32:00,2024-01-02 09:32:00,BNKREF10000780
SET0000782,MER000047,PAY0001271,ACC000047,70742,Initiated,2024-09-01 10:46:00,,
SET0000783,MER000050,PAY0000389,ACC000050,80452,Completed,2025-06-20 21:31:00,2025-06-21 08:31:00,BNKREF10000782
SET0000784,MER000037,PAY0000661,ACC000037,68676,Initiated,2025-02-23 20:20:00,,
SET0000785,MER000009,PAY0000090,ACC000009,14131,Initiated,2024-05-12 05:55:00,,
SET0000786,MER000063,PAY0000393,ACC000063,86335,Completed,2024-04-11 01:36:00,2024-04-12 03:36:00,BNKREF10000785
SET0000787,MER000063,PAY0001077,ACC000063,29030,Completed,2025-09-30 22:37:00,2025-10-01 23:37:00,BNKREF10000786
SET0000788,MER000010,PAY0000027,ACC000010,61449,Completed,2024-08-01 20:31:00,2024-08-02 03:31:00,BNKREF10000787
SET0000789,MER000008,PAY0000740,ACC000008,92955,Completed,2025-07-25 23:56:00,2025-07-27 00:56:00,BNKREF10000788
SET0000790,MER000008,PAY0001264,ACC000008,10315,Completed,2024-09-29 16:02:00,2024-09-30 13:02:00,BNKREF10000789
SET0000791,MER000028,PAY0001064,ACC000028,24932,Completed,2024-04-09 03:46:00,2024-04-10 05:46:00,BNKREF10000790
SET0000792,MER000025,PAY0001078,ACC000025,73293,Completed,2025-11-03 07:36:00,2025-11-03 20:36:00,BNKREF10000791
SET0000793,MER000054,PAY0000217,ACC000054,87294,Completed,2025-10-15 18:22:00,2025-10-17 16:22:00,BNKREF10000792
SET0000794,MER000055,PAY0000214,ACC000055,86284,Completed,2024-06-19 05:35:00,2024-06-20 04:35:00,BNKREF10000793
SET0000795,MER000021,PAY0001094,ACC000021,72200,Completed,2025-09-06 14:59:00,2025-09-07 12:59:00,BNKREF10000794
SET0000796,MER000042,PAY0000762,ACC000042,79845,Completed,2025-02-26 20:27:00,2025-02-27 18:27:00,BNKREF10000795
SET0000797,MER000031,PAY0001154,ACC000031,47287,Completed,2025-07-12 06:24:00,2025-07-13 00:24:00,BNKREF10000796
SET0000798,MER000058,PAY0000917,ACC000058,37387,Initiated,2025-02-10 00:46:00,,
SET0000799,MER000003,PAY0001061,ACC000003,28257,Completed,2024-05-18 09:00:00,2024-05-19 01:00:00,BNKREF10000798
SET0000800,MER000041,PAY0000045,ACC000041,20378,Completed,2024-10-09 17:32:00,2024-10-11 07:32:00,BNKREF10000799
SET0000801,MER000013,PAY0000078,ACC000013,48214,Initiated,2025-04-16 11:09:00,,
SET0000802,MER000032,PAY0000478,ACC000032,28599,Completed,2024-09-19 09:05:00,2024-09-20 23:05:00,BNKREF10000801
SET0000803,MER000010,PAY0001482,ACC000010,92223,Completed,2024-11-28 15:11:00,2024-11-30 13:11:00,BNKREF10000802
SET0000804,MER000013,PAY0001220,ACC000013,50110,Completed,2025-10-19 09:02:00,2025-10-20 23:02:00,BNKREF10000803
SET0000805,MER000011,PAY0000115,ACC000011,15899,Completed,2024-12-08 11:56:00,2024-12-09 15:56:00,BNKREF10000804
SET0000806,MER000030,PAY0001337,ACC000030,7194,Completed,2025-09-08 00:40:00,2025-09-09 02:40:00,BNKREF10000805
SET0000807,MER000040,PAY0001074,ACC000040,65950,Completed,2024-02-12 10:34:00,2024-02-13 08:34:00,BNKREF10000806
SET0000808,MER000029,PAY0000314,ACC000029,98776,Failed,2024-02-21 21:46:00,2024-02-23 03:46:00,BNKREF10000807
SET0000809,MER000065,PAY0000185,ACC000065,17426,Completed,2024-08-15 13:18:00,2024-08-16 00:18:00,BNKREF10000808
SET0000810,MER000044,PAY0000170,ACC000044,52422,Initiated,2025-05-02 18:47:00,,
SET0000811,MER000034,PAY0000175,ACC000034,99981,Completed,2025-02-12 16:27:00,2025-02-13 02:27:00,BNKREF10000810
SET0000812,MER000018,PAY0000985,ACC000018,25803,Completed,2025-07-26 06:31:00,2025-07-27 20:31:00,BNKREF10000811
SET0000813,MER000068,PAY0000505,ACC000068,89849,Completed,2024-09-05 02:17:00,2024-09-06 00:17:00,BNKREF10000812
SET0000814,MER000012,PAY0000231,ACC000012,42139,Completed,2025-11-18 13:27:00,2025-11-19 03:27:00,BNKREF10000813
SET0000815,MER000045,PAY0001217,ACC000045,80869,Completed,2025-11-02 00:49:00,2025-11-03 00:49:00,BNKREF10000814
SET0000816,MER000057,PAY0001277,ACC000057,26273,Completed,2024-05-29 14:02:00,2024-05-30 06:02:00,BNKREF10000815
SET0000817,MER000048,PAY0000320,ACC000048,81496,Initiated,2024-03-28 03:47:00,,
SET0000818,MER000019,PAY0000590,ACC000019,59090,Completed,2024-01-15 10:44:00,2024-01-16 07:44:00,BNKREF10000817
SET0000819,MER000061,PAY0000047,ACC000061,71720,Completed,2024-12-05 06:47:00,2024-12-05 21:47:00,BNKREF10000818
SET0000820,MER000067,PAY0000530,ACC000067,91204,Completed,2025-07-15 15:39:00,2025-07-16 02:39:00,BNKREF10000819
SET0000821,MER000003,PAY0000772,ACC000003,22424,Initiated,2025-08-19 21:33:00,,
SET0000822,MER000008,PAY0000582,ACC000008,85920,Completed,2024-07-24 22:39:00,2024-07-26 05:39:00,BNKREF10000821
SET0000823,MER000002,PAY0000137,ACC000002,47314,Completed,2025-02-01 21:17:00,2025-02-03 17:17:00,BNKREF10000822
SET0000824,MER000014,PAY0000040,ACC000014,66755,Completed,2024-10-26 20:24:00,2024-10-27 22:24:00,BNKREF10000823
SET0000825,MER000013,PAY0000647,ACC000013,26166,Initiated,2025-05-11 19:34:00,,
SET0000826,MER000065,PAY0000938,ACC000065,69491,Initiated,2025-07-28 22:01:00,,
SET0000827,MER000040,PAY0000684,ACC000040,89794,Completed,2025-05-16 12:47:00,2025-05-17 12:47:00,BNKREF10000826
SET0000828,MER000046,PAY0000728,ACC000046,36259,Failed,2025-10-02 09:15:00,2025-10-03 19:15:00,BNKREF10000827
SET0000829,MER000008,PAY0001282,ACC000008,72837,Failed,2024-09-20 12:56:00,2024-09-20 15:56:00,BNKREF10000828
SET0000830,MER000036,PAY0000462,ACC000036,11607,Completed,2024-06-04 10:57:00,2024-06-04 20:57:00,BNKREF10000829
SET0000831,MER000049,PAY0001067,ACC000049,54800,Completed,2025-11-25 19:55:00,2025-11-26 11:55:00,BNKREF10000830
SET0000832,MER000031,PAY0001174,ACC000031,58973,Completed,2024-06-05 13:19:00,2024-06-06 12:19:00,BNKREF10000831
SET0000833,MER000070,PAY0000270,ACC000070,26617,Completed,2024-07-30 20:08:00,2024-08-01 17:08:00,BNKREF10000832
SET0000834,MER000018,PAY0000633,ACC000018,86113,Failed,2025-06-20 04:27:00,2025-06-20 15:27:00,BNKREF10000833
SET0000835,MER000021,PAY0000651,ACC000021,24234,Completed,2024-03-10 17:34:00,2024-03-11 02:34:00,BNKREF10000834
SET0000836,MER000041,PAY0000299,ACC000041,39860,Failed,2024-01-31 10:56:00,2024-02-01 14:56:00,BNKREF10000835
SET0000837,MER000057,PAY0001305,ACC000057,24315,Completed,2024-10-07 04:49:00,2024-10-07 14:49:00,BNKREF10000836
SET0000838,MER000004,PAY0001254,ACC000004,78266,Completed,2025-09-23 08:38:00,2025-09-24 00:38:00,BNKREF10000837
SET0000839,MER000030,PAY0000473,ACC000030,17675,Completed,2024-01-27 11:05:00,2024-01-28 19:05:00,BNKREF10000838
SET0000840,MER000065,PAY0001239,ACC000065,64514,Completed,2025-04-25 22:41:00,2025-04-27 00:41:00,BNKREF10000839
SET0000841,MER000061,PAY0000282,ACC000061,2067,Initiated,2024-06-16 06:14:00,,
SET0000842,MER000035,PAY0000846,ACC000035,8768,Failed,2024-08-15 23:42:00,2024-08-16 14:42:00,BNKREF10000841
SET0000843,MER000023,PAY0000900,ACC000023,32446,Completed,2025-09-23 15:44:00,2025-09-24 22:44:00,BNKREF10000842
SET0000844,MER000055,PAY0000830,ACC000055,41112,Completed,2024-02-12 19:47:00,2024-02-14 19:47:00,BNKREF10000843
SET0000845,MER000051,PAY0001253,ACC000051,5147,Completed,2025-08-08 19:34:00,2025-08-10 18:34:00,BNKREF10000844
SET0000846,MER000067,PAY0000224,ACC000067,68087,Completed,2025-04-07 14:52:00,2025-04-08 07:52:00,BNKREF10000845
SET0000847,MER000069,PAY0000811,ACC000069,6561,Completed,2024-02-10 17:24:00,2024-02-12 11:24:00,BNKREF10000846
SET0000848,MER000025,PAY0000597,ACC000025,60569,Completed,2025-03-26 12:56:00,2025-03-27 08:56:00,BNKREF10000847
SET0000849,MER000022,PAY0000866,ACC000022,67860,Initiated,2024-10-28 19:58:00,,
SET0000850,MER000019,PAY0000950,ACC000019,23662,Completed,2025-10-23 14:05:00,2025-10-23 23:05:00,BNKREF10000849
SET0000851,MER000070,PAY0000278,ACC000070,59564,Completed,2025-02-06 13:20:00,2025-02-07 02:20:00,BNKREF10000850
SET0000852,MER000026,PAY0000932,ACC000026,21595,Completed,2024-04-02 08:20:00,2024-04-04 07:20:00,BNKREF10000851
SET0000853,MER000016,PAY0000187,ACC000016,68757,Completed,2024-04-26 22:28:00,2024-04-27 05:28:00,BNKREF10000852
SET0000854,MER000050,PAY0001489,ACC000050,5854,Completed,2025-06-07 19:10:00,2025-06-08 21:10:00,BNKREF10000853
SET0000855,MER000022,PAY0000687,ACC000022,23544,Completed,2025-08-02 21:55:00,2025-08-03 08:55:00,BNKREF10000854
SET0000856,MER000007,PAY0000860,ACC000007,37951,Completed,2024-11-11 09:46:00,2024-11-12 15:46:00,BNKREF10000855
SET0000857,MER000024,PAY0000241,ACC000024,1700,Completed,2024-05-14 06:00:00,2024-05-15 00:00:00,BNKREF10000856
SET0000858,MER000059,PAY0001020,ACC000059,64779,Initiated,2025-05-25 17:51:00,,
SET0000859,MER000031,PAY0000445,ACC000031,10507,Completed,2025-08-25 21:30:00,2025-08-27 03:30:00,BNKREF10000858
SET0000860,MER000001,PAY0000502,ACC000001,6511,Completed,2025-07-14 08:39:00,2025-07-14 23:39:00,BNKREF10000859
SET0000861,MER000024,PAY0000304,ACC000024,4350,Initiated,2024-02-26 20:22:00,,
SET0000862,MER000039,PAY0000679,ACC000039,21246,Completed,2024-03-30 01:06:00,2024-03-30 14:06:00,BNKREF10000861
SET0000863,MER000037,PAY0001252,ACC000037,23354,Completed,2025-11-07 22:44:00,2025-11-09 11:44:00,BNKREF10000862
SET0000864,MER000059,PAY0001186,ACC000059,48409,Completed,2025-01-03 01:05:00,2025-01-03 23:05:00,BNKREF10000863
SET0000865,MER000049,PAY0000139,ACC000049,16093,Completed,2025-03-13 17:04:00,2025-03-14 03:04:00,BNKREF10000864
SET0000866,MER000036,PAY0000675,ACC000036,80323,Completed,2025-06-23 13:33:00,2025-06-24 04:33:00,BNKREF10000865
SET0000867,MER000008,PAY0000224,ACC000008,63494,Completed,2025-08-08 23:40:00,2025-08-09 06:40:00,BNKREF10000866
SET0000868,MER000037,PAY0000875,ACC000037,46480,Completed,2025-09-15 10:16:00,2025-09-17 03:16:00,BNKREF10000867
SET0000869,MER000017,PAY0001259,ACC000017,64653,Completed,2025-07-30 15:33:00,2025-08-01 00:33:00,BNKREF10000868
SET0000870,MER000024,PAY0001249,ACC000024,15593,Failed,2024-08-26 22:18:00,2024-08-27 00:18:00,BNKREF10000869
SET0000871,MER000004,PAY0000953,ACC000004,54446,Completed,2025-10-02 03:47:00,2025-10-03 20:47:00,BNKREF10000870
SET0000872,MER000053,PAY0000094,ACC000053,1580,Completed,2024-12-07 11:35:00,2024-12-08 02:35:00,BNKREF10000871
SET0000873,MER000026,PAY0001414,ACC000026,39458,Initiated,2024-10-15 08:50:00,,
SET0000874,MER000065,PAY0001127,ACC000065,52010,Completed,2024-11-27 00:07:00,2024-11-27 23:07:00,BNKREF10000873
SET0000875,MER000004,PAY0000360,ACC000004,62897,Completed,2024-07-17 10:53:00,2024-07-19 07:53:00,BNKREF10000874
SET0000876,MER000061,PAY0000073,ACC000061,70481,Completed,2025-10-23 04:30:00,2025-10-24 11:30:00,BNKREF10000875
